"PK","SK","close","created_at","high","low","open","pair","timeframe_minutes","timestamp","volume","vwap"
"PAIR#XXBTZUSD","TF#1m#TS#1778399280","80750.4","1778442505","80750.4","80750.3","80750.3","XXBTZUSD","1","1778399280","0.02128602","80750.3"
"PAIR#XXBTZUSD","TF#1m#TS#1778399340","80765.2","1778442565","80773.3","80750.3","80750.4","XXBTZUSD","1","1778399340","1.24601568","80761.8"
"PAIR#XXBTZUSD","TF#1m#TS#1778399400","80765.3","1778442625","80765.3","80765.2","80765.2","XXBTZUSD","1","1778399400","0.00325762","80765.2"
"PAIR#XXBTZUSD","TF#1m#TS#1778399460","80748.4","1778442685","80765.3","80748.3","80765.3","XXBTZUSD","1","1778399460","0.06829872","80764.6"
"PAIR#XXBTZUSD","TF#1m#TS#1778399520","80740","1778442745","80748.4","80740","80748.3","XXBTZUSD","1","1778399520","0.03580946","80743.5"
"PAIR#XXBTZUSD","TF#1m#TS#1778399580","80738.2","1778442805","80740.1","80738.1","80740.1","XXBTZUSD","1","1778399580","0.00474488","80739.3"
"PAIR#XXBTZUSD","TF#1m#TS#1778399640","80738.2","1778442865","80738.2","80738.1","80738.2","XXBTZUSD","1","1778399640","0.00424751","80738.1"
"PAIR#XXBTZUSD","TF#1m#TS#1778399700","80738.2","1778442925","80738.2","80738.1","80738.1","XXBTZUSD","1","1778399700","0.00637325","80738.1"
"PAIR#XXBTZUSD","TF#1m#TS#1778399760","80738.2","1778442985","80738.2","80738.1","80738.1","XXBTZUSD","1","1778399760","0.00447908","80738.1"
"PAIR#XXBTZUSD","TF#1m#TS#1778399820","80726.5","1778443045","80738.2","80726.5","80738.2","XXBTZUSD","1","1778399820","0.05933539","80733.1"
"PAIR#XXBTZUSD","TF#1m#TS#1778399880","80728","1778443105","80728","80727.9","80727.9","XXBTZUSD","1","1778399880","0.00652976","80727.9"
"PAIR#XXBTZUSD","TF#1m#TS#1778399940","80728","1778443165","80728","80727.9","80728","XXBTZUSD","1","1778399940","0.02425636","80727.9"
"PAIR#XXBTZUSD","TF#1m#TS#1778400000","80725","1778443225","80728","80725","80728","XXBTZUSD","1","1778400000","0.02314486","80727"
"PAIR#XXBTZUSD","TF#1m#TS#1778400060","80725","1778443285","80725.1","80725","80725.1","XXBTZUSD","1","1778400060","0.03195143","80725"
"PAIR#XXBTZUSD","TF#1m#TS#1778400120","80723.7","1778443345","80725","80723.6","80725","XXBTZUSD","1","1778400120","0.00957543","80724.6"
"PAIR#XXBTZUSD","TF#1m#TS#1778400180","80723.6","1778443405","80723.7","80723.6","80723.7","XXBTZUSD","1","1778400180","0.01782277","80723.6"
"PAIR#XXBTZUSD","TF#1m#TS#1778400240","80711.9","1778443465","80723.6","80711.8","80723.6","XXBTZUSD","1","1778400240","0.12096187","80720.8"
"PAIR#XXBTZUSD","TF#1m#TS#1778400300","80710.1","1778443525","80711.8","80710","80711.8","XXBTZUSD","1","1778400300","0.51623553","80710.1"
"PAIR#XXBTZUSD","TF#1m#TS#1778400360","80710.1","1778443585","80710.1","80710","80710","XXBTZUSD","1","1778400360","0.00548539","80710"
"PAIR#XXBTZUSD","TF#1m#TS#1778400420","80710","1778443645","80710.1","80710","80710","XXBTZUSD","1","1778400420","0.00123733","80710"
"PAIR#XXBTZUSD","TF#1m#TS#1778400480","80710.1","1778443705","80710.1","80710","80710","XXBTZUSD","1","1778400480","0.02591358","80710"
"PAIR#XXBTZUSD","TF#1m#TS#1778400540","80750.4","1778443765","80750.4","80710","80710.1","XXBTZUSD","1","1778400540","0.38053962","80715"
"PAIR#XXBTZUSD","TF#1m#TS#1778400600","80790.2","1778443825","80790.3","80752","80752","XXBTZUSD","1","1778400600","0.04092709","80773.7"
"PAIR#XXBTZUSD","TF#1m#TS#1778400660","80759.5","1778443885","80790.3","80759.5","80790.2","XXBTZUSD","1","1778400660","0.1016875","80790"
"PAIR#XXBTZUSD","TF#1m#TS#1778400720","80759.5","1778443945","80759.6","80759.5","80759.6","XXBTZUSD","1","1778400720","0.03194023","80759.5"
"PAIR#XXBTZUSD","TF#1m#TS#1778400780","80757.8","1778444005","80759.5","80757.7","80759.5","XXBTZUSD","1","1778400780","0.20807407","80758.9"
"PAIR#XXBTZUSD","TF#1m#TS#1778400840","80757.7","1778444065","80757.8","80757.7","80757.7","XXBTZUSD","1","1778400840","0.02809803","80757.7"
"PAIR#XXBTZUSD","TF#1m#TS#1778400900","80754.2","1778444125","80757.7","80754.2","80757.7","XXBTZUSD","1","1778400900","0.00172218","80756.8"
"PAIR#XXBTZUSD","TF#1m#TS#1778400960","80773.8","1778444185","80773.8","80754.1","80754.2","XXBTZUSD","1","1778400960","1.58369579","80754.2"
"PAIR#XXBTZUSD","TF#1m#TS#1778401020","80772.7","1778444245","80773.9","80765.7","80773.9","XXBTZUSD","1","1778401020","2.27677828","80767.8"
"PAIR#XXBTZUSD","TF#1m#TS#1778401080","80772.7","1778444305","80772.7","80772.6","80772.6","XXBTZUSD","1","1778401080","0.96992119","80772.6"
"PAIR#XXBTZUSD","TF#1m#TS#1778401140","80772.6","1778444365","80772.7","80772.6","80772.7","XXBTZUSD","1","1778401140","0.00291171","80772.6"
